exercicio,periodo,uf,instituicao,cod_ibge,valor_bimestre,valor_bimestre_bilhoes,periodo_ref,valor_bimestre_ano_anterior,crescimento_yoy,crescimento_yoy_pct,regiao,destaque,ranking_crescimento_ne
2026,2,MA,Governo do Estado do Maranhão,21,2814587861.76,2.81458786176,2026B2,2257997947.67,0.24649708590937314,24.649708590937315,Nordeste,Demais estados do Nordeste,1
2026,2,RN,Governo do Estado do Rio Grande do Norte,24,1691896088.58,1.6918960885799998,2026B2,1438400901.02,0.1762340300122458,17.62340300122458,Nordeste,Demais estados do Nordeste,2
2026,2,PI,Governo do Estado do Piauí,22,1453760173.1599998,1.4537601731599998,2026B2,1251924064.51,0.16122072765571294,16.122072765571293,Nordeste,Demais estados do Nordeste,3
2026,2,AL,Governo do Estado de Alagoas,27,1605186006.88,1.6051860068800001,2026B2,1413213622.1,0.13584102345032179,13.584102345032179,Nordeste,Demais estados do Nordeste,4
2026,2,CE,Governo do Estado do Ceará,23,3577929495.5299997,3.57792949553,2026B2,3227057187.68,0.10872825842365974,10.872825842365973,Nordeste,Demais estados do Nordeste,5
2026,2,PB,Governo do Estado da Paraíba,25,1800450339.3,1.8004503393,2026B2,1651126399.5700002,0.09043761868799871,9.043761868799871,Nordeste,Demais estados do Nordeste,6
2026,2,PE,Governo do Estado de Pernambuco,26,4636853018.74,4.63685301874,2026B2,4296750201.55,0.07915350002597576,7.9153500025975765,Nordeste,PE,7
2026,2,BA,Governo do Estado da Bahia,29,6785119706.639999,6.78511970664,2026B2,6555556179.35,0.035018161847674145,3.5018161847674145,Nordeste,Demais estados do Nordeste,8
2026,2,SE,Governo do Estado de Sergipe,28,1005602077.5799999,1.0056020775799999,2026B2,983736055.48,0.022227529405060453,2.2227529405060453,Nordeste,Demais estados do Nordeste,9
