periodo_ref,valor_pe_12m_bilhoes,crescimento_pe_yoy,crescimento_brasil_yoy,crescimento_mediana_ufs_yoy,diferenca_pe_brasil_pontos_percentuais,ranking_pe_entre_ufs,total_ufs
2026B2,28.10414264439,0.049145793573263985,0.057674475087275745,0.06319157333153425,-0.852868151401176,19,27
