exercicio,periodo,uf,instituicao,cod_ibge,valor_bimestre,valor_bimestre_bilhoes,periodo_ref,valor_bimestre_ano_anterior,crescimento_yoy,crescimento_yoy_pct
2025,2,RN,Governo do Estado do Rio Grande do Norte,24,1438400901.02,1.43840090102,2025B2,1272587743.4299998,0.13029605105506104,13.029605105506104
2026,1,RN,Governo do Estado do Rio Grande do Norte,24,1670166377.5900002,1.6701663775900002,2026B1,1523529280,0.09624829631761345,9.624829631761344
2026,2,RN,Governo do Estado do Rio Grande do Norte,24,1691896088.58,1.6918960885799998,2026B2,1438400901.02,0.1762340300122458,17.62340300122458
2022,1,RO,Governo do Estado de Rondônia,11,1049329141.3499999,1.0493291413499999,2022B1,NA,NA,NA
2022,2,RO,Governo do Estado de Rondônia,11,946841079.4000001,0.9468410794000001,2022B2,NA,NA,NA
2023,1,RO,Governo do Estado de Rondônia,11,818513413.9000001,0.8185134139000001,2023B1,1049329141.3499999,-0.21996504085748259,-21.99650408574826
2023,2,RO,Governo do Estado de Rondônia,11,954492889.3199999,0.95449288932,2023B2,946841079.4000001,0.008081408893717112,0.8081408893717112
2024,1,RO,Governo do Estado de Rondônia,11,1166192205.42,1.16619220542,2024B1,818513413.9000001,0.4247685934228034,42.476859342280335
2024,2,RO,Governo do Estado de Rondônia,11,1108375692.12,1.1083756921199999,2024B2,954492889.3199999,0.16121943339947675,16.121943339947677
2025,1,RO,Governo do Estado de Rondônia,11,1199415103.07,1.19941510307,2025B1,1166192205.42,0.02848835508897496,2.848835508897496
2025,2,RO,Governo do Estado de Rondônia,11,1186144740.7399998,1.1861447407399999,2025B2,1108375692.12,0.07016488107137242,7.016488107137242
2026,1,RO,Governo do Estado de Rondônia,11,1281920877.21,1.2819208772100001,2026B1,1199415103.07,0.06878834019083135,6.878834019083135
2026,2,RO,Governo do Estado de Rondônia,11,1358346562.2,1.3583465622,2026B2,1186144740.7399998,0.14517774732328936,14.517774732328936
2022,1,RR,Governo do Estado de Roraima,14,292691782.89,0.29269178289,2022B1,NA,NA,NA
2022,2,RR,Governo do Estado de Roraima,14,271753473.69,0.27175347369,2022B2,NA,NA,NA
2023,1,RR,Governo do Estado de Roraima,14,252917342.92000002,0.25291734292,2023B1,292691782.89,-0.13589189138578617,-13.589189138578616
2023,2,RR,Governo do Estado de Roraima,14,209270193.22000003,0.20927019322000004,2023B2,271753473.69,-0.22992633588660993,-22.992633588660993
2024,1,RR,Governo do Estado de Roraima,14,309219775.39,0.30921977539,2024B1,252917342.92000002,0.22261198785331593,22.261198785331594
2024,2,RR,Governo do Estado de Roraima,14,316582223.24,0.31658222324,2024B2,209270193.22000003,0.5127917567657894,51.27917567657894
2025,1,RR,Governo do Estado de Roraima,14,353213284.9,0.3532132849,2025B1,309219775.39,0.1422726261750682,14.22726261750682
2025,2,RR,Governo do Estado de Roraima,14,338744160.98,0.33874416098000004,2025B2,316582223.24,0.07000373398476989,7.000373398476989
2026,1,RR,Governo do Estado de Roraima,14,334992937.98,0.33499293798,2026B1,353213284.9,-0.05158454593563322,-5.158454593563322
2026,2,RR,Governo do Estado de Roraima,14,359656839.28,0.35965683928,2026B2,338744160.98,0.061735907829374215,6.1735907829374215
2022,1,RS,Governo do Estado do Rio Grande do Sul,43,7419324317.41,7.41932431741,2022B1,NA,NA,NA
2022,2,RS,Governo do Estado do Rio Grande do Sul,43,7827642596.79,7.82764259679,2022B2,NA,NA,NA
2023,1,RS,Governo do Estado do Rio Grande do Sul,43,6582165102.29,6.58216510229,2023B1,7419324317.41,-0.11283496708123986,-11.283496708123986
2023,2,RS,Governo do Estado do Rio Grande do Sul,43,7236376410.82,7.236376410819999,2023B2,7827642596.79,-0.07553566462174321,-7.553566462174322
2024,1,RS,Governo do Estado do Rio Grande do Sul,43,8175129007.14,8.17512900714,2024B1,6582165102.29,0.24201214647377856,24.201214647377856
2024,2,RS,Governo do Estado do Rio Grande do Sul,43,8169014207.76,8.16901420776,2024B2,7236376410.82,0.128881880100308,12.888188010030799
2025,1,RS,Governo do Estado do Rio Grande do Sul,43,8617502362.02,8.61750236202,2025B1,8175129007.14,0.05411209468298783,5.411209468298783
2025,2,RS,Governo do Estado do Rio Grande do Sul,43,9687010097.63,9.687010097629999,2025B2,8169014207.76,0.18582363199074958,18.58236319907496
2026,1,RS,Governo do Estado do Rio Grande do Sul,43,8885545554.28,8.88554555428,2026B1,8617502362.02,0.03110451044856677,3.110451044856677
2026,2,RS,Governo do Estado do Rio Grande do Sul,43,8959671711.53,8.959671711530001,2026B2,9687010097.63,-0.07508388850321812,-7.508388850321812
2022,1,SC,Governo do Estado de Santa Catarina,42,6680557434.32,6.68055743432,2022B1,NA,NA,NA
2022,2,SC,Governo do Estado de Santa Catarina,42,5957410962.389999,5.957410962389999,2022B2,NA,NA,NA
2023,1,SC,Governo do Estado de Santa Catarina,42,5739144818.440001,5.739144818440001,2023B1,6680557434.32,-0.14091827293388481,-14.091827293388482
2023,2,SC,Governo do Estado de Santa Catarina,42,5853013252.89,5.85301325289,2023B2,5957410962.389999,-0.01752400667992804,-1.752400667992804
2024,1,SC,Governo do Estado de Santa Catarina,42,7063698326.1,7.063698326100001,2024B1,5739144818.440001,0.2307928357904787,23.07928357904787
2024,2,SC,Governo do Estado de Santa Catarina,42,6959903985.940001,6.9599039859400005,2024B2,5853013252.89,0.18911468080197125,18.911468080197125
2025,1,SC,Governo do Estado de Santa Catarina,42,7570240170.49,7.57024017049,2025B1,7063698326.1,0.07171057157386707,7.171057157386707
2025,2,SC,Governo do Estado de Santa Catarina,42,7509705415.129999,7.509705415129999,2025B2,6959903985.940001,0.07899554797029906,7.899554797029906
2026,1,SC,Governo do Estado de Santa Catarina,42,8119269331.98,8.11926933198,2026B1,7570240170.49,0.07252466885135322,7.2524668851353224
2026,2,SC,Governo do Estado de Santa Catarina,42,8347162164.42,8.34716216442,2026B2,7509705415.129999,0.1115165912637206,11.15165912637206
2022,1,SE,Governo do Estado de Sergipe,28,767727195.69,0.76772719569,2022B1,NA,NA,NA
2022,2,SE,Governo do Estado de Sergipe,28,777827302.28,0.77782730228,2022B2,NA,NA,NA
2023,1,SE,Governo do Estado de Sergipe,28,791075971.4000001,0.7910759714000001,2023B1,767727195.69,0.03041285477586242,3.041285477586242
2023,2,SE,Governo do Estado de Sergipe,28,778153282.62,0.77815328262,2023B2,777827302.28,4.190908946555272e-4,0.04190908946555272
2024,1,SE,Governo do Estado de Sergipe,28,905629548.66,0.90562954866,2024B1,791075971.4000001,0.14480730220799098,14.4807302207991
2024,2,SE,Governo do Estado de Sergipe,28,886983068.78,0.88698306878,2024B2,778153282.62,0.13985648919140448,13.985648919140448
2025,1,SE,Governo do Estado de Sergipe,28,1030366685.5699999,1.03036668557,2025B1,905629548.66,0.13773527718322054,13.773527718322054
2025,2,SE,Governo do Estado de Sergipe,28,983736055.48,0.98373605548,2025B2,886983068.78,0.10908098486375706,10.908098486375707
2026,1,SE,Governo do Estado de Sergipe,28,1072680111.63,1.07268011163,2026B1,1030366685.5699999,0.04106637632270904,4.106637632270904
2026,2,SE,Governo do Estado de Sergipe,28,1005602077.5799999,1.0056020775799999,2026B2,983736055.48,0.022227529405060453,2.2227529405060453
2022,1,SP,Governo do Estado de São Paulo,35,31345637815.9,31.3456378159,2022B1,NA,NA,NA
2022,2,SP,Governo do Estado de São Paulo,35,35242301553.36,35.24230155336,2022B2,NA,NA,NA
2023,1,SP,Governo do Estado de São Paulo,35,30408405331.78,30.40840533178,2023B1,31345637815.9,-0.029899933433308323,-2.9899933433308323
2023,2,SP,Governo do Estado de São Paulo,35,31430297584.02,31.43029758402,2023B2,35242301553.36,-0.10816557946898797,-10.816557946898797
2024,1,SP,Governo do Estado de São Paulo,35,34307120319.38,34.307120319380005,2024B1,30408405331.78,0.1282117541206751,12.82117541206751
2024,2,SP,Governo do Estado de São Paulo,35,35327134493.65,35.32713449365,2024B2,31430297584.02,0.12398345574721059,12.39834557472106
2025,1,SP,Governo do Estado de São Paulo,35,38382012972.58,38.38201297258,2025B1,34307120319.38,0.11877687824757777,11.877687824757777
2025,2,SP,Governo do Estado de São Paulo,35,37579835922.86,37.57983592286,2025B2,35327134493.65,0.06376688801677122,6.376688801677122
2026,1,SP,Governo do Estado de São Paulo,35,38922836324.68,38.92283632468,2026B1,38382012972.58,0.014090541642158394,1.4090541642158394
2026,2,SP,Governo do Estado de São Paulo,35,40286520572.240005,40.28652057224001,2026B2,37579835922.86,0.07202491929278265,7.202491929278265
2022,1,TO,Governo do Estado do Tocantins,17,706143737.6800001,0.70614373768,2022B1,NA,NA,NA
2022,2,TO,Governo do Estado do Tocantins,17,730079139.68,0.7300791396799999,2022B2,NA,NA,NA
2023,1,TO,Governo do Estado do Tocantins,17,688648694.1,0.6886486941000001,2023B1,706143737.6800001,-0.02477547083753673,-2.477547083753673
2023,2,TO,Governo do Estado do Tocantins,17,729162202.19,0.72916220219,2023B2,730079139.68,-0.0012559425960338988,-0.12559425960338988
2024,1,TO,Governo do Estado do Tocantins,17,912119988.79,0.91211998879,2024B1,688648694.1,0.32450696066745066,32.45069606674507
2024,2,TO,Governo do Estado do Tocantins,17,902532866.3299999,0.90253286633,2024B2,729162202.19,0.2377669380273555,23.77669380273555
2025,1,TO,Governo do Estado do Tocantins,17,967540487.5899999,0.9675404875899999,2025B1,912119988.79,0.060760096786739215,6.0760096786739215
2025,2,TO,Governo do Estado do Tocantins,17,986118780.75,0.98611878075,2025B2,902532866.3299999,0.09261259898477525,9.261259898477526
2026,1,TO,Governo do Estado do Tocantins,17,976444886.05,0.9764448860499999,2026B1,967540487.5899999,0.009203127491005159,0.9203127491005159
2026,2,TO,Governo do Estado do Tocantins,17,1071633220.78,1.07163322078,2026B2,986118780.75,0.08671819429801486,8.671819429801486
