exercicio;periodo;periodicidade;instituicao;cod_ibge;uf;co_poder;populacao;anexo;esfera;rotulo;coluna;cod_conta;conta;valor
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-11>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);435704424.71
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-10>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);452561237.23
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-9>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);539102617.1
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-8>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);518485481.91
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-7>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);575497205.4
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-6>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);599564524.58
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-5>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);613857480.6
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-4>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);586296664.14
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-3>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);579247059.39
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-2>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);553118370.28
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-1>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);556588432.58
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);800079265.62
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;TOTAL (ÚLTIMOS 12 MESES) (a);DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);6810102763.54
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b);DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);779209.59
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-11>;DespesaComPessoalAtivoBruta;Pessoal Ativo;321401881.03
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-10>;DespesaComPessoalAtivoBruta;Pessoal Ativo;341488197.11
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-9>;DespesaComPessoalAtivoBruta;Pessoal Ativo;421802836.14
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-8>;DespesaComPessoalAtivoBruta;Pessoal Ativo;397399698.87
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-7>;DespesaComPessoalAtivoBruta;Pessoal Ativo;451724315.53
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-6>;DespesaComPessoalAtivoBruta;Pessoal Ativo;474210083.41
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-5>;DespesaComPessoalAtivoBruta;Pessoal Ativo;476998497.65
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-4>;DespesaComPessoalAtivoBruta;Pessoal Ativo;442350293.45
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-3>;DespesaComPessoalAtivoBruta;Pessoal Ativo;430144248.33
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-2>;DespesaComPessoalAtivoBruta;Pessoal Ativo;409509034.44
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-1>;DespesaComPessoalAtivoBruta;Pessoal Ativo;418669054.09
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR>;DespesaComPessoalAtivoBruta;Pessoal Ativo;587671329.02
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;TOTAL (ÚLTIMOS 12 MESES) (a);DespesaComPessoalAtivoBruta;Pessoal Ativo;5173369469.07
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b);DespesaComPessoalAtivoBruta;Pessoal Ativo;779209.59
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-11>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;283743701.13
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-10>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;299987211.58
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-9>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;322854669.22
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-8>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;315927795.76
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-7>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;347449825.61
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-6>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;396659544.29
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-5>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;393214066.09
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-4>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;373428123.46
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-3>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;385219031.77
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-2>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;366129362.87
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-1>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;373837797.37
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;495123257.62
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;TOTAL (ÚLTIMOS 12 MESES) (a);VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;4353574386.77
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b);VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;576732.7
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-11>;ObrigacoesPatronais;Obrigações Patronais;37658179.9
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-10>;ObrigacoesPatronais;Obrigações Patronais;41500985.53
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-9>;ObrigacoesPatronais;Obrigações Patronais;98948166.92
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-8>;ObrigacoesPatronais;Obrigações Patronais;81471903.11
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-7>;ObrigacoesPatronais;Obrigações Patronais;104274489.92
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-6>;ObrigacoesPatronais;Obrigações Patronais;77550539.12
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-5>;ObrigacoesPatronais;Obrigações Patronais;83784431.56
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-4>;ObrigacoesPatronais;Obrigações Patronais;68922169.99
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-3>;ObrigacoesPatronais;Obrigações Patronais;44925216.56
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-2>;ObrigacoesPatronais;Obrigações Patronais;43379671.57
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-1>;ObrigacoesPatronais;Obrigações Patronais;44831256.72
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR>;ObrigacoesPatronais;Obrigações Patronais;92548071.4
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;TOTAL (ÚLTIMOS 12 MESES) (a);ObrigacoesPatronais;Obrigações Patronais;819795082.3
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b);ObrigacoesPatronais;Obrigações Patronais;202476.89
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-11>;DespesaComPessoalInativoEPensionistasBruta;Pessoal Inativo e Pensionistas;114302458.24
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-10>;DespesaComPessoalInativoEPensionistasBruta;Pessoal Inativo e Pensionistas;111008117.27
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-9>;DespesaComPessoalInativoEPensionistasBruta;Pessoal Inativo e Pensionistas;117298042.08
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-8>;DespesaComPessoalInativoEPensionistasBruta;Pessoal Inativo e Pensionistas;121080212.98
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-7>;DespesaComPessoalInativoEPensionistasBruta;Pessoal Inativo e Pensionistas;123771149.92
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-6>;DespesaComPessoalInativoEPensionistasBruta;Pessoal Inativo e Pensionistas;125349447.14
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-5>;DespesaComPessoalInativoEPensionistasBruta;Pessoal Inativo e Pensionistas;136855603.72
2022;3;Q;Governo do Estado do Tocantins;17;TO;E;1607363;RGF-Anexo 01;E;Padrão;<MR-4>;DespesaComPessoalInativoEPensionistasBruta;Pessoal Inativo e Pensionistas;143933561.09
