exercicio;periodo;periodicidade;instituicao;cod_ibge;uf;co_poder;populacao;anexo;esfera;rotulo;coluna;cod_conta;conta;valor
2019;3;Q;Governo do Estado de Rondônia;11;RO;E;1757589;RGF-Anexo 01;E;Padrão;<MR-11>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);250589632.72
2019;3;Q;Governo do Estado de Rondônia;11;RO;E;1757589;RGF-Anexo 01;E;Padrão;<MR-10>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);268834774.33
2019;3;Q;Governo do Estado de Rondônia;11;RO;E;1757589;RGF-Anexo 01;E;Padrão;<MR-9>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);252643852.99
2019;3;Q;Governo do Estado de Rondônia;11;RO;E;1757589;RGF-Anexo 01;E;Padrão;<MR-8>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);275214859.04
2019;3;Q;Governo do Estado de Rondônia;11;RO;E;1757589;RGF-Anexo 01;E;Padrão;<MR-7>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);271749266.75
2019;3;Q;Governo do Estado de Rondônia;11;RO;E;1757589;RGF-Anexo 01;E;Padrão;<MR-6>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);297842893.39
2019;3;Q;Governo do Estado de Rondônia;11;RO;E;1757589;RGF-Anexo 01;E;Padrão;<MR-5>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);375902568.51
2019;3;Q;Governo do Estado de Rondônia;11;RO;E;1757589;RGF-Anexo 01;E;Padrão;<MR-4>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);275623531.02
2019;3;Q;Governo do Estado de Rondônia;11;RO;E;1757589;RGF-Anexo 01;E;Padrão;<MR-3>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);258802845.91
2019;3;Q;Governo do Estado de Rondônia;11;RO;E;1757589;RGF-Anexo 01;E;Padrão;<MR-2>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);234866219.29
2019;3;Q;Governo do Estado de Rondônia;11;RO;E;1757589;RGF-Anexo 01;E;Padrão;<MR-1>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);318352460.23
2019;3;Q;Governo do Estado de Rondônia;11;RO;E;1757589;RGF-Anexo 01;E;Padrão;<MR>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);495613862.2
2019;3;Q;Governo do Estado de Rondônia;11;RO;E;1757589;RGF-Anexo 01;E;Padrão;TOTAL (ÚLTIMOS 12 MESES) (a);DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);3576036766.38
2019;3;Q;Governo do Estado de Rondônia;11;RO;E;1757589;RGF-Anexo 01;E;Padrão;INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b);DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);20289764.07
2019;3;Q;Governo do Estado de Rondônia;11;RO;E;1757589;RGF-Anexo 01;E;Padrão;<MR-11>;DespesaComPessoalAtivoBruta;Pessoal Ativo;208210084.49
2019;3;Q;Governo do Estado de Rondônia;11;RO;E;1757589;RGF-Anexo 01;E;Padrão;<MR-10>;DespesaComPessoalAtivoBruta;Pessoal Ativo;226372197.44
2019;3;Q;Governo do Estado de Rondônia;11;RO;E;1757589;RGF-Anexo 01;E;Padrão;<MR-9>;DespesaComPessoalAtivoBruta;Pessoal Ativo;208174588.32
2019;3;Q;Governo do Estado de Rondônia;11;RO;E;1757589;RGF-Anexo 01;E;Padrão;<MR-8>;DespesaComPessoalAtivoBruta;Pessoal Ativo;226674177.82
2019;3;Q;Governo do Estado de Rondônia;11;RO;E;1757589;RGF-Anexo 01;E;Padrão;<MR-7>;DespesaComPessoalAtivoBruta;Pessoal Ativo;223674876.78
2019;3;Q;Governo do Estado de Rondônia;11;RO;E;1757589;RGF-Anexo 01;E;Padrão;<MR-6>;DespesaComPessoalAtivoBruta;Pessoal Ativo;247131085.94
2019;3;Q;Governo do Estado de Rondônia;11;RO;E;1757589;RGF-Anexo 01;E;Padrão;<MR-5>;DespesaComPessoalAtivoBruta;Pessoal Ativo;304117282.67
2019;3;Q;Governo do Estado de Rondônia;11;RO;E;1757589;RGF-Anexo 01;E;Padrão;<MR-4>;DespesaComPessoalAtivoBruta;Pessoal Ativo;227858314.89
