exercicio;periodo;periodicidade;instituicao;cod_ibge;uf;co_poder;populacao;anexo;esfera;rotulo;coluna;cod_conta;conta;valor
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-11>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);421725485.01
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-10>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);473402785.27
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-9>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);461493719.18
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-8>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);436635775.37
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-7>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);428954859.55
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-6>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);391840134.86
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-5>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);430002840.42
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-4>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);404417996.16
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-3>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);384439484.91
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-2>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);427727620.74
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-1>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);237477696.77
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR>;DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);766574766.88
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;TOTAL (ÚLTIMOS 12 MESES) (a);DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);5264693165.12
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b);DespesaComPessoalBruta;DESPESA BRUTA COM PESSOAL (I);79964.57
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-11>;DespesaComPessoalAtivoBruta;Pessoal Ativo;317686272.95
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-10>;DespesaComPessoalAtivoBruta;Pessoal Ativo;368725457.81
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-9>;DespesaComPessoalAtivoBruta;Pessoal Ativo;355944946.36
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-8>;DespesaComPessoalAtivoBruta;Pessoal Ativo;330082478.11
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-7>;DespesaComPessoalAtivoBruta;Pessoal Ativo;322145949.77
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-6>;DespesaComPessoalAtivoBruta;Pessoal Ativo;283990353.27
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-5>;DespesaComPessoalAtivoBruta;Pessoal Ativo;321774921.58
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-4>;DespesaComPessoalAtivoBruta;Pessoal Ativo;295702485.46
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-3>;DespesaComPessoalAtivoBruta;Pessoal Ativo;274328209.69
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-2>;DespesaComPessoalAtivoBruta;Pessoal Ativo;316250773.39
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-1>;DespesaComPessoalAtivoBruta;Pessoal Ativo;124534955.82
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR>;DespesaComPessoalAtivoBruta;Pessoal Ativo;550561268.65
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;TOTAL (ÚLTIMOS 12 MESES) (a);DespesaComPessoalAtivoBruta;Pessoal Ativo;3861728072.86
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b);DespesaComPessoalAtivoBruta;Pessoal Ativo;79964.57
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-11>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;275626552.81
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-10>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;274488062.53
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-9>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;278387859.89
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-8>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;257560289.42
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-7>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;250482953.41
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-6>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;239886331.26
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-5>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;258523923.69
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-4>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;236685981.59
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-3>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;231605635.95
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-2>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;252479598.3
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-1>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;221910656.24
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR>;VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;304205953.42
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;TOTAL (ÚLTIMOS 12 MESES) (a);VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;3081843798.51
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b);VencimentosVantagensEOutrasDespesasVariaveis;Vencimentos, Vantagens e Outras Despesas Variáveis;75803.79
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-11>;ObrigacoesPatronais;Obrigações Patronais;42059720.14
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-10>;ObrigacoesPatronais;Obrigações Patronais;94237395.28
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-9>;ObrigacoesPatronais;Obrigações Patronais;77557086.47
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-8>;ObrigacoesPatronais;Obrigações Patronais;72522188.69
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-7>;ObrigacoesPatronais;Obrigações Patronais;71662996.36
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-6>;ObrigacoesPatronais;Obrigações Patronais;44104022.01
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-5>;ObrigacoesPatronais;Obrigações Patronais;63250997.89
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-4>;ObrigacoesPatronais;Obrigações Patronais;59016503.87
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-3>;ObrigacoesPatronais;Obrigações Patronais;42722573.74
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-2>;ObrigacoesPatronais;Obrigações Patronais;63771175.09
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-1>;ObrigacoesPatronais;Obrigações Patronais;-97375700.42
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR>;ObrigacoesPatronais;Obrigações Patronais;246355315.23
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;TOTAL (ÚLTIMOS 12 MESES) (a);ObrigacoesPatronais;Obrigações Patronais;779884274.35
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b);ObrigacoesPatronais;Obrigações Patronais;4160.78
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-11>;DespesaComPessoalInativoEPensionistasBruta;Pessoal Inativo e Pensionistas;104039212.06
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-10>;DespesaComPessoalInativoEPensionistasBruta;Pessoal Inativo e Pensionistas;104677327.46
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-9>;DespesaComPessoalInativoEPensionistasBruta;Pessoal Inativo e Pensionistas;105548772.82
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-8>;DespesaComPessoalInativoEPensionistasBruta;Pessoal Inativo e Pensionistas;106553297.26
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-7>;DespesaComPessoalInativoEPensionistasBruta;Pessoal Inativo e Pensionistas;106808909.78
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-6>;DespesaComPessoalInativoEPensionistasBruta;Pessoal Inativo e Pensionistas;107849781.59
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-5>;DespesaComPessoalInativoEPensionistasBruta;Pessoal Inativo e Pensionistas;108227918.84
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-4>;DespesaComPessoalInativoEPensionistasBruta;Pessoal Inativo e Pensionistas;108715510.7
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-3>;DespesaComPessoalInativoEPensionistasBruta;Pessoal Inativo e Pensionistas;110111275.22
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-2>;DespesaComPessoalInativoEPensionistasBruta;Pessoal Inativo e Pensionistas;111476847.35
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-1>;DespesaComPessoalInativoEPensionistasBruta;Pessoal Inativo e Pensionistas;112942740.95
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR>;DespesaComPessoalInativoEPensionistasBruta;Pessoal Inativo e Pensionistas;216013498.23
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;TOTAL (ÚLTIMOS 12 MESES) (a);DespesaComPessoalInativoEPensionistasBruta;Pessoal Inativo e Pensionistas;1402965092.26
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-11>;AposentadoriasReservaEReformas;Aposentadorias, Reserva e Reformas;94439520.65
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-10>;AposentadoriasReservaEReformas;Aposentadorias, Reserva e Reformas;95387236.49
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-9>;AposentadoriasReservaEReformas;Aposentadorias, Reserva e Reformas;96294868.66
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-8>;AposentadoriasReservaEReformas;Aposentadorias, Reserva e Reformas;97264297.44
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-7>;AposentadoriasReservaEReformas;Aposentadorias, Reserva e Reformas;97409424.02
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-6>;AposentadoriasReservaEReformas;Aposentadorias, Reserva e Reformas;98426851.29
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-5>;AposentadoriasReservaEReformas;Aposentadorias, Reserva e Reformas;98710265.91
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-4>;AposentadoriasReservaEReformas;Aposentadorias, Reserva e Reformas;99172771.24
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-3>;AposentadoriasReservaEReformas;Aposentadorias, Reserva e Reformas;100450878.27
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-2>;AposentadoriasReservaEReformas;Aposentadorias, Reserva e Reformas;101801682.64
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-1>;AposentadoriasReservaEReformas;Aposentadorias, Reserva e Reformas;102558311.45
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR>;AposentadoriasReservaEReformas;Aposentadorias, Reserva e Reformas;197150459.74
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;TOTAL (ÚLTIMOS 12 MESES) (a);AposentadoriasReservaEReformas;Aposentadorias, Reserva e Reformas;1279066567.8
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-11>;DespesasPensoesInativosEPensionistas;Pensões;9597118.35
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-10>;DespesasPensoesInativosEPensionistas;Pensões;9280383.47
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-9>;DespesasPensoesInativosEPensionistas;Pensões;9252649.78
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-8>;DespesasPensoesInativosEPensionistas;Pensões;9288999.82
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-7>;DespesasPensoesInativosEPensionistas;Pensões;9399485.76
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-6>;DespesasPensoesInativosEPensionistas;Pensões;9422930.33
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-5>;DespesasPensoesInativosEPensionistas;Pensões;9517652.93
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-4>;DespesasPensoesInativosEPensionistas;Pensões;9542739.46
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-3>;DespesasPensoesInativosEPensionistas;Pensões;9660396.95
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-2>;DespesasPensoesInativosEPensionistas;Pensões;9675164.71
2020;3;Q;Governo do Estado do Tocantins;17;TO;E;1572866;RGF-Anexo 01;E;Padrão;<MR-1>;DespesasPensoesInativosEPensionistas;Pensões;10384429.5
