exercicio;demonstrativo;periodo;periodicidade;instituicao;cod_ibge;uf;populacao;anexo;esfera;rotulo;coluna;cod_conta;conta;valor
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;PREVISÃO INICIAL;ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);5418375823.11
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;PREVISÃO ATUALIZADA (a);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);5418386590.77
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;No Bimestre (b);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);816467799.02
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;% (b/a);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);15.07
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;Até o Bimestre (c);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);816467799.02
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;% (c/a);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);15.07
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;SALDO (a-c);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);4601918791.75
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;PREVISÃO INICIAL;ReceitasCorrentes;RECEITAS CORRENTES;4569463845.8
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;PREVISÃO ATUALIZADA (a);ReceitasCorrentes;RECEITAS CORRENTES;4569474613.46
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;No Bimestre (b);ReceitasCorrentes;RECEITAS CORRENTES;813916103.09
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;% (b/a);ReceitasCorrentes;RECEITAS CORRENTES;17.81
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;Até o Bimestre (c);ReceitasCorrentes;RECEITAS CORRENTES;813916103.09
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;% (c/a);ReceitasCorrentes;RECEITAS CORRENTES;17.81
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;SALDO (a-c);ReceitasCorrentes;RECEITAS CORRENTES;3755558510.37
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;PREVISÃO INICIAL;ReceitaTributaria;RECEITA TRIBUTÁRIA;1029164405.77
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;PREVISÃO ATUALIZADA (a);ReceitaTributaria;RECEITA TRIBUTÁRIA;1029164405.77
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;No Bimestre (b);ReceitaTributaria;RECEITA TRIBUTÁRIA;186453327.33
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;% (b/a);ReceitaTributaria;RECEITA TRIBUTÁRIA;18.12
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;Até o Bimestre (c);ReceitaTributaria;RECEITA TRIBUTÁRIA;186453327.33
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;% (c/a);ReceitaTributaria;RECEITA TRIBUTÁRIA;18.12
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;SALDO (a-c);ReceitaTributaria;RECEITA TRIBUTÁRIA;842711078.44
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;PREVISÃO INICIAL;Impostos;Impostos;1017249324.0
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;PREVISÃO ATUALIZADA (a);Impostos;Impostos;1017249324.0
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;No Bimestre (b);Impostos;Impostos;185921272.54
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;% (b/a);Impostos;Impostos;18.28
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;Até o Bimestre (c);Impostos;Impostos;185921272.54
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;% (c/a);Impostos;Impostos;18.28
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;SALDO (a-c);Impostos;Impostos;831328051.46
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;PREVISÃO INICIAL;Taxas;Taxas;11915081.77
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;PREVISÃO ATUALIZADA (a);Taxas;Taxas;11915081.77
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;No Bimestre (b);Taxas;Taxas;532054.79
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;% (b/a);Taxas;Taxas;4.47
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;Até o Bimestre (c);Taxas;Taxas;532054.79
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;% (c/a);Taxas;Taxas;4.47
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;SALDO (a-c);Taxas;Taxas;11383026.98
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;PREVISÃO INICIAL;ReceitaDeContribuicoes;RECEITA DE CONTRIBUIÇÕES;160039829.2
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;PREVISÃO ATUALIZADA (a);ReceitaDeContribuicoes;RECEITA DE CONTRIBUIÇÕES;160039829.2
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;No Bimestre (b);ReceitaDeContribuicoes;RECEITA DE CONTRIBUIÇÕES;20787217.06
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;% (b/a);ReceitaDeContribuicoes;RECEITA DE CONTRIBUIÇÕES;12.99
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;Até o Bimestre (c);ReceitaDeContribuicoes;RECEITA DE CONTRIBUIÇÕES;20787217.06
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;% (c/a);ReceitaDeContribuicoes;RECEITA DE CONTRIBUIÇÕES;12.99
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;SALDO (a-c);ReceitaDeContribuicoes;RECEITA DE CONTRIBUIÇÕES;139252612.14
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;PREVISÃO INICIAL;ContribuicoesSociais;Contribuições Sociais;160039829.2
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;PREVISÃO ATUALIZADA (a);ContribuicoesSociais;Contribuições Sociais;160039829.2
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;No Bimestre (b);ContribuicoesSociais;Contribuições Sociais;20787217.06
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;% (b/a);ContribuicoesSociais;Contribuições Sociais;12.99
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;Até o Bimestre (c);ContribuicoesSociais;Contribuições Sociais;20787217.06
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;% (c/a);ContribuicoesSociais;Contribuições Sociais;12.99
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;SALDO (a-c);ContribuicoesSociais;Contribuições Sociais;139252612.14
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;PREVISÃO INICIAL;ReceitaPatrimonial;RECEITA PATRIMONIAL;58981918.08
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;PREVISÃO ATUALIZADA (a);ReceitaPatrimonial;RECEITA PATRIMONIAL;58981918.08
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;No Bimestre (b);ReceitaPatrimonial;RECEITA PATRIMONIAL;8696449.53
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;% (b/a);ReceitaPatrimonial;RECEITA PATRIMONIAL;14.74
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;Até o Bimestre (c);ReceitaPatrimonial;RECEITA PATRIMONIAL;8696449.53
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;% (c/a);ReceitaPatrimonial;RECEITA PATRIMONIAL;14.74
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;SALDO (a-c);ReceitaPatrimonial;RECEITA PATRIMONIAL;50285468.55
2015;RREO;1;B;Governo do Estado do Acre;12;AC;790101;RREO-Anexo 01;E;;PREVISÃO INICIAL;ReceitasImobiliarias;Receitas Imobiliárias;313375.0
