exercicio;demonstrativo;periodo;periodicidade;instituicao;cod_ibge;uf;populacao;anexo;esfera;rotulo;coluna;cod_conta;conta;valor
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;PREVISÃO INICIAL;ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);37486527290.0
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;PREVISÃO ATUALIZADA (a);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);37486527290.0
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;No Bimestre (b);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);6419091699.45
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;% (b/a);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);17.12
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;Até o Bimestre (c);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);6419091699.45
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;% (c/a);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);17.12
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;SALDO (a-c);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);31067435590.55
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;PREVISÃO INICIAL;ReceitasCorrentes;RECEITAS CORRENTES;36567432271.0
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;PREVISÃO ATUALIZADA (a);ReceitasCorrentes;RECEITAS CORRENTES;36567432271.0
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;No Bimestre (b);ReceitasCorrentes;RECEITAS CORRENTES;6381095229.32
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;% (b/a);ReceitasCorrentes;RECEITAS CORRENTES;17.45
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;Até o Bimestre (c);ReceitasCorrentes;RECEITAS CORRENTES;6381095229.32
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;% (c/a);ReceitasCorrentes;RECEITAS CORRENTES;17.45
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;SALDO (a-c);ReceitasCorrentes;RECEITAS CORRENTES;30186337041.68
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;PREVISÃO INICIAL;ReceitaTributaria;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA;19967127569.0
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;PREVISÃO ATUALIZADA (a);ReceitaTributaria;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA;19967127569.0
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;No Bimestre (b);ReceitaTributaria;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA;3476723970.85
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;% (b/a);ReceitaTributaria;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA;17.41
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;Até o Bimestre (c);ReceitaTributaria;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA;3476723970.85
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;% (c/a);ReceitaTributaria;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA;17.41
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;SALDO (a-c);ReceitaTributaria;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA;16490403598.15
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;PREVISÃO INICIAL;Impostos;Impostos;18456958840.0
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;PREVISÃO ATUALIZADA (a);Impostos;Impostos;18456958840.0
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;No Bimestre (b);Impostos;Impostos;3182355287.68
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;% (b/a);Impostos;Impostos;17.24
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;Até o Bimestre (c);Impostos;Impostos;3182355287.68
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;% (c/a);Impostos;Impostos;17.24
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;SALDO (a-c);Impostos;Impostos;15274603552.32
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;PREVISÃO INICIAL;Taxas;Taxas;1510168729.0
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;PREVISÃO ATUALIZADA (a);Taxas;Taxas;1510168729.0
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;No Bimestre (b);Taxas;Taxas;294368683.17
2026;RREO;1;B;Governo do Estado do Mato Grosso;51;MT;3784239;RREO-Anexo 01;E;Padrão;% (b/a);Taxas;Taxas;19.49
