exercicio;demonstrativo;periodo;periodicidade;instituicao;cod_ibge;uf;populacao;anexo;esfera;rotulo;coluna;cod_conta;conta;valor
2026;RREO;1;B;Governo do Estado do Amazonas;13;AM;3952262;RREO-Anexo 01;E;Padrão;PREVISÃO INICIAL;ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);36569538000.0
2026;RREO;1;B;Governo do Estado do Amazonas;13;AM;3952262;RREO-Anexo 01;E;Padrão;PREVISÃO ATUALIZADA (a);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);36569538000.0
2026;RREO;1;B;Governo do Estado do Amazonas;13;AM;3952262;RREO-Anexo 01;E;Padrão;No Bimestre (b);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);5644581530.93
2026;RREO;1;B;Governo do Estado do Amazonas;13;AM;3952262;RREO-Anexo 01;E;Padrão;% (b/a);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);15.44
2026;RREO;1;B;Governo do Estado do Amazonas;13;AM;3952262;RREO-Anexo 01;E;Padrão;Até o Bimestre (c);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);5644581530.93
2026;RREO;1;B;Governo do Estado do Amazonas;13;AM;3952262;RREO-Anexo 01;E;Padrão;% (c/a);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);15.44
2026;RREO;1;B;Governo do Estado do Amazonas;13;AM;3952262;RREO-Anexo 01;E;Padrão;SALDO (a-c);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);30924956469.07
2026;RREO;1;B;Governo do Estado do Amazonas;13;AM;3952262;RREO-Anexo 01;E;Padrão;PREVISÃO INICIAL;ReceitasCorrentes;RECEITAS CORRENTES;35215187000.0
2026;RREO;1;B;Governo do Estado do Amazonas;13;AM;3952262;RREO-Anexo 01;E;Padrão;PREVISÃO ATUALIZADA (a);ReceitasCorrentes;RECEITAS CORRENTES;35215187000.0
2026;RREO;1;B;Governo do Estado do Amazonas;13;AM;3952262;RREO-Anexo 01;E;Padrão;No Bimestre (b);ReceitasCorrentes;RECEITAS CORRENTES;5629560183.02
