exercicio;demonstrativo;periodo;periodicidade;instituicao;cod_ibge;uf;populacao;anexo;esfera;rotulo;coluna;cod_conta;conta;valor
2015;RREO;1;B;Governo do Estado do Maranhão;21;MA;6850884;RREO-Anexo 01;E;;PREVISÃO INICIAL;ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);14773859378.4
2015;RREO;1;B;Governo do Estado do Maranhão;21;MA;6850884;RREO-Anexo 01;E;;PREVISÃO ATUALIZADA (a);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);14773859378.4
2015;RREO;1;B;Governo do Estado do Maranhão;21;MA;6850884;RREO-Anexo 01;E;;No Bimestre (b);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);2271128608.31
2015;RREO;1;B;Governo do Estado do Maranhão;21;MA;6850884;RREO-Anexo 01;E;;% (b/a);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);15.37
2015;RREO;1;B;Governo do Estado do Maranhão;21;MA;6850884;RREO-Anexo 01;E;;Até o Bimestre (c);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);2271128608.31
2015;RREO;1;B;Governo do Estado do Maranhão;21;MA;6850884;RREO-Anexo 01;E;;% (c/a);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);15.37
2015;RREO;1;B;Governo do Estado do Maranhão;21;MA;6850884;RREO-Anexo 01;E;;SALDO (a-c);ReceitasExcetoIntraOrcamentarias;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);12502730770.09
2015;RREO;1;B;Governo do Estado do Maranhão;21;MA;6850884;RREO-Anexo 01;E;;PREVISÃO INICIAL;ReceitasCorrentes;RECEITAS CORRENTES;12351124183.4
2015;RREO;1;B;Governo do Estado do Maranhão;21;MA;6850884;RREO-Anexo 01;E;;PREVISÃO ATUALIZADA (a);ReceitasCorrentes;RECEITAS CORRENTES;12351124183.4
2015;RREO;1;B;Governo do Estado do Maranhão;21;MA;6850884;RREO-Anexo 01;E;;No Bimestre (b);ReceitasCorrentes;RECEITAS CORRENTES;2271128608.31
2015;RREO;1;B;Governo do Estado do Maranhão;21;MA;6850884;RREO-Anexo 01;E;;% (b/a);ReceitasCorrentes;RECEITAS CORRENTES;18.39
2015;RREO;1;B;Governo do Estado do Maranhão;21;MA;6850884;RREO-Anexo 01;E;;Até o Bimestre (c);ReceitasCorrentes;RECEITAS CORRENTES;2271128608.31
2015;RREO;1;B;Governo do Estado do Maranhão;21;MA;6850884;RREO-Anexo 01;E;;% (c/a);ReceitasCorrentes;RECEITAS CORRENTES;18.39
2015;RREO;1;B;Governo do Estado do Maranhão;21;MA;6850884;RREO-Anexo 01;E;;SALDO (a-c);ReceitasCorrentes;RECEITAS CORRENTES;10079995575.09
2015;RREO;1;B;Governo do Estado do Maranhão;21;MA;6850884;RREO-Anexo 01;E;;PREVISÃO INICIAL;ReceitaTributaria;RECEITA TRIBUTÁRIA;5149590107.0
2015;RREO;1;B;Governo do Estado do Maranhão;21;MA;6850884;RREO-Anexo 01;E;;PREVISÃO ATUALIZADA (a);ReceitaTributaria;RECEITA TRIBUTÁRIA;5149590107.0
2015;RREO;1;B;Governo do Estado do Maranhão;21;MA;6850884;RREO-Anexo 01;E;;No Bimestre (b);ReceitaTributaria;RECEITA TRIBUTÁRIA;918962485.06
